customerid,recency,frequency,monetary,Cluster3,Cluster4,Cluster,ClusterLabel
14472,103,8,1936.8400000000013,2,0,0,Potential Customers
15864,22,6,1936.32,2,0,0,Potential Customers
15157,3,3,1936.07,2,0,0,Potential Customers
12528,9,6,1933.4800000000007,2,0,0,Potential Customers
14655,8,4,1932.23,2,0,0,Potential Customers
14978,72,5,1931.4200000000023,2,0,0,Potential Customers
16983,12,7,1931.2499999999995,2,0,0,Potential Customers
13094,21,12,1927.3199999999997,2,0,0,Potential Customers
16942,12,9,1920.5900000000013,2,0,0,Potential Customers
15021,8,9,1914.820000000003,2,0,0,Potential Customers
17368,23,8,1912.6700000000008,2,0,0,Potential Customers
14285,21,4,1910.0100000000004,2,0,0,Potential Customers
16426,2,10,1908.2500000000005,2,0,0,Potential Customers
17228,15,8,1906.090000000001,2,0,0,Potential Customers
14210,105,6,1905.8400000000004,2,0,0,Potential Customers
15819,49,4,1905.4500000000005,2,0,0,Potential Customers
14250,7,3,1904.0499999999995,2,0,0,Potential Customers
12762,7,2,1898.5200000000004,2,0,0,Potential Customers
17463,16,5,1896.410000000002,2,0,0,Potential Customers
17870,2,12,1894.3500000000024,2,0,0,Potential Customers
14934,81,2,1890.9400000000005,2,0,0,Potential Customers
12371,44,2,1887.9600000000005,2,0,0,Potential Customers
15641,105,4,1887.2000000000007,2,0,0,Potential Customers
16170,50,6,1885.05,2,0,0,Potential Customers
13890,1,10,1883.8099999999995,2,0,0,Potential Customers
16128,17,5,1880.2200000000005,2,0,0,Potential Customers
17738,19,4,1879.05,2,0,0,Potential Customers
15367,57,4,1877.5899999999997,2,0,0,Potential Customers
17293,8,9,1875.11,2,0,0,Potential Customers
16986,29,2,1873.2,2,0,0,Potential Customers
13982,39,4,1871.81,2,0,0,Potential Customers
16474,7,7,1871.5000000000016,2,0,0,Potential Customers
17469,16,5,1870.97,2,0,0,Potential Customers
16841,36,6,1869.8200000000008,2,0,0,Potential Customers
14524,31,9,1867.6800000000007,2,0,0,Potential Customers
17787,152,4,1865.19,1,2,2,Lost Customers
16201,3,4,1863.4699999999991,2,0,0,Potential Customers
14887,79,1,1862.0,2,0,0,Potential Customers
12423,0,8,1859.3100000000004,2,0,0,Potential Customers
17873,80,5,1859.1600000000008,2,0,0,Potential Customers
14305,71,3,1858.9599999999996,2,0,0,Potential Customers
12963,8,8,1856.63,2,0,0,Potential Customers
16979,3,6,1852.0,2,0,0,Potential Customers
13421,40,2,1851.0799999999997,2,0,0,Potential Customers
12383,184,5,1850.5599999999995,1,2,2,Lost Customers
12381,4,5,1845.310000000001,2,0,0,Potential Customers
17519,17,6,1844.02,2,0,0,Potential Customers
18180,4,6,1843.75,2,0,0,Potential Customers
12950,2,3,1843.0,2,0,0,Potential Customers
17015,28,3,1842.56,2,0,0,Potential Customers
16102,42,3,1842.14,2,0,0,Potential Customers
16455,63,7,1841.1800000000003,2,0,0,Potential Customers
14113,3,4,1840.4200000000003,2,0,0,Potential Customers
14216,3,4,1839.3,2,0,0,Potential Customers
13924,1,6,1838.85,2,0,0,Potential Customers
14459,155,1,1837.9200000000003,1,2,2,Lost Customers
18287,42,3,1837.28,2,0,0,Potential Customers
13650,16,6,1836.34,2,0,0,Potential Customers
15827,73,14,1836.0900000000008,2,0,0,Potential Customers
13048,14,4,1835.909999999999,2,0,0,Potential Customers
14665,60,5,1835.7,2,0,0,Potential Customers
16152,268,1,1829.04,1,2,2,Lost Customers
15203,25,6,1827.799999999998,2,0,0,Potential Customers
18122,8,6,1826.2100000000007,2,0,0,Potential Customers
17702,30,4,1824.37,2,0,0,Potential Customers
16153,49,5,1824.23,2,0,0,Potential Customers
17705,3,9,1823.5199999999995,2,0,0,Potential Customers
16169,8,4,1822.97,2,0,0,Potential Customers
17828,22,4,1820.0900000000004,2,0,0,Potential Customers
17629,5,8,1814.1200000000008,2,0,0,Potential Customers
15260,100,7,1810.77,2,0,0,Potential Customers
13481,45,5,1804.5599999999995,2,0,0,Potential Customers
17663,25,7,1802.91,2,0,0,Potential Customers
15812,107,5,1801.1400000000003,2,0,0,Potential Customers
16249,52,5,1800.0700000000006,2,0,0,Potential Customers
13562,81,3,1799.3299999999983,2,0,0,Potential Customers
13196,11,4,1797.7799999999995,2,0,0,Potential Customers
17750,5,9,1797.5699999999993,2,0,0,Potential Customers
17648,60,4,1797.5,2,0,0,Potential Customers
12348,75,4,1797.24,2,0,0,Potential Customers
18235,71,3,1796.48,2,0,0,Potential Customers
13134,85,4,1793.5799999999997,2,0,0,Potential Customers
18179,9,6,1793.1700000000008,2,0,0,Potential Customers
13510,1,4,1791.559999999998,2,0,0,Potential Customers
16719,14,7,1790.4200000000003,2,0,0,Potential Customers
12523,19,11,1789.770000000001,2,0,0,Potential Customers
14215,11,6,1789.7200000000007,2,0,0,Potential Customers
14621,1,5,1788.36,2,0,0,Potential Customers
13875,53,5,1786.7900000000002,2,0,0,Potential Customers
14608,4,4,1785.15,2,0,0,Potential Customers
14935,297,1,1784.7099999999998,1,2,2,Lost Customers
15050,25,3,1782.09,2,0,0,Potential Customers
16380,61,1,1780.59,2,0,0,Potential Customers
15220,51,6,1778.9599999999994,2,0,0,Potential Customers
17092,50,4,1777.7800000000004,2,0,0,Potential Customers
12645,33,4,1775.18,2,0,0,Potential Customers
17754,0,5,1772.2599999999993,2,0,0,Potential Customers
15594,15,5,1771.7800000000002,2,0,0,Potential Customers
15473,14,7,1771.2,2,0,0,Potential Customers
17813,14,5,1770.8800000000024,2,0,0,Potential Customers
14387,32,3,1770.5600000000006,2,0,0,Potential Customers
16681,72,6,1770.3400000000004,2,0,0,Potential Customers
13456,17,6,1766.7199999999996,2,0,0,Potential Customers
15950,31,4,1765.509999999999,2,0,0,Potential Customers
16751,30,1,1764.72,2,0,0,Potential Customers
12424,162,2,1760.9599999999996,1,2,2,Lost Customers
12823,74,5,1759.5,2,0,0,Potential Customers
12349,18,1,1757.5500000000002,2,0,0,Potential Customers
15241,66,8,1756.4400000000005,2,0,0,Potential Customers
16359,7,9,1750.9199999999994,2,0,0,Potential Customers
13564,144,3,1749.0200000000004,1,0,0,Potential Customers
13808,5,5,1747.6600000000003,2,0,0,Potential Customers
15067,78,3,1744.76,2,0,0,Potential Customers
13157,49,4,1741.2199999999991,2,0,0,Potential Customers
14595,19,6,1740.6,2,0,0,Potential Customers
17930,35,5,1740.48,2,0,0,Potential Customers
17353,129,2,1740.0,2,0,0,Potential Customers
17457,126,5,1737.7,2,0,0,Potential Customers
14673,3,5,1736.3999999999996,2,0,0,Potential Customers
17043,32,4,1735.1799999999998,2,0,0,Potential Customers
16791,29,7,1721.780000000001,2,0,0,Potential Customers
17451,1,7,1721.4,2,0,0,Potential Customers
14834,17,6,1720.3,2,0,0,Potential Customers
15267,22,5,1717.36,2,0,0,Potential Customers
17162,28,10,1715.4599999999998,2,0,0,Potential Customers
13763,63,1,1714.96,2,0,0,Potential Customers
17147,22,4,1714.59,2,0,0,Potential Customers
14441,0,4,1712.8900000000006,2,0,0,Potential Customers
12405,148,1,1710.3900000000003,1,2,2,Lost Customers
15947,82,1,1708.2400000000002,2,0,0,Potential Customers
12407,49,5,1708.1199999999994,2,0,0,Potential Customers
16902,116,1,1706.88,2,0,0,Potential Customers
15240,44,5,1706.57,2,0,0,Potential Customers
16398,154,2,1705.8000000000006,1,2,2,Lost Customers
17282,130,3,1703.4100000000003,2,0,0,Potential Customers
12843,65,8,1702.2600000000002,2,0,0,Potential Customers
16007,47,4,1701.939999999998,2,0,0,Potential Customers
13184,14,10,1701.290000000001,2,0,0,Potential Customers
17193,35,7,1699.3000000000004,2,0,0,Potential Customers
13824,32,5,1698.9399999999998,2,0,0,Potential Customers
16775,10,11,1695.6600000000026,2,0,0,Potential Customers
12764,316,1,1693.88,1,2,2,Lost Customers
14245,219,2,1693.4499999999996,1,2,2,Lost Customers
15549,77,3,1693.2600000000004,2,0,0,Potential Customers
16813,8,10,1692.980000000001,2,0,0,Potential Customers
16671,28,3,1692.27,2,0,0,Potential Customers
15380,8,5,1690.2599999999995,2,0,0,Potential Customers
17152,194,3,1689.5,1,2,2,Lost Customers
12635,89,2,1689.1800000000003,2,0,0,Potential Customers
13162,122,4,1688.2899999999995,2,0,0,Potential Customers
13577,25,4,1687.5999999999988,2,0,0,Potential Customers
16638,22,10,1680.72,2,0,0,Potential Customers
13647,9,4,1678.12,2,0,0,Potential Customers
13149,14,4,1676.0599999999995,2,0,0,Potential Customers
17656,73,5,1674.69,2,0,0,Potential Customers
16115,9,8,1667.9700000000018,2,0,0,Potential Customers
12912,2,5,1662.3,2,0,0,Potential Customers
12530,59,4,1662.2799999999995,2,0,0,Potential Customers
13012,9,8,1661.8400000000008,2,0,0,Potential Customers
15214,1,8,1661.44,2,0,0,Potential Customers
15024,9,10,1661.3300000000008,2,0,0,Potential Customers
15332,366,4,1661.06,1,2,2,Lost Customers
12967,358,2,1660.9,1,2,2,Lost Customers
14045,109,4,1659.75,2,0,0,Potential Customers
15953,15,8,1659.3800000000003,2,0,0,Potential Customers
15826,56,3,1654.3100000000002,2,0,0,Potential Customers
14573,179,9,1653.4200000000017,1,2,2,Lost Customers
17284,60,6,1652.5800000000015,2,0,0,Potential Customers
16711,3,5,1651.0299999999995,2,0,0,Potential Customers
14837,89,4,1649.500000000001,2,0,0,Potential Customers
13750,53,5,1647.2599999999995,2,0,0,Potential Customers
12657,11,4,1643.18,2,0,0,Potential Customers
15002,115,4,1641.7599999999995,2,0,0,Potential Customers
13627,59,5,1638.4700000000005,2,0,0,Potential Customers
12398,45,1,1635.6600000000008,2,0,0,Potential Customers
15122,114,3,1633.7799999999995,2,0,0,Potential Customers
14164,70,2,1631.77,2,0,0,Potential Customers
17673,1,6,1629.1200000000017,2,0,0,Potential Customers
12377,315,2,1628.12,1,2,2,Lost Customers
16515,52,5,1627.1300000000006,2,0,0,Potential Customers
14759,4,3,1625.9699999999998,2,0,0,Potential Customers
16987,3,7,1625.0500000000009,2,0,0,Potential Customers
13425,108,3,1624.2099999999996,2,0,0,Potential Customers
15172,8,5,1624.05,2,0,0,Potential Customers
14937,56,3,1621.88,2,0,0,Potential Customers
17101,10,4,1621.7299999999998,2,0,0,Potential Customers
14178,8,7,1620.9300000000003,2,0,0,Potential Customers
16801,163,4,1619.73,1,2,2,Lost Customers
18161,15,5,1618.6900000000005,2,0,0,Potential Customers
14336,16,4,1614.910000000001,2,0,0,Potential Customers
16992,10,5,1614.31,2,0,0,Potential Customers
15791,43,2,1612.69,2,0,0,Potential Customers
14312,46,6,1611.5899999999997,2,0,0,Potential Customers
13614,24,4,1610.4600000000007,2,0,0,Potential Customers
14918,115,2,1610.1499999999992,2,0,0,Potential Customers
12868,185,6,1607.0600000000009,1,2,2,Lost Customers
16817,2,9,1604.7500000000005,2,0,0,Potential Customers
12947,143,6,1603.9900000000005,2,0,0,Potential Customers
16466,33,7,1603.460000000001,2,0,0,Potential Customers
14719,1,5,1602.1300000000006,2,0,0,Potential Customers
14587,18,9,1601.1400000000008,2,0,0,Potential Customers
15660,25,9,1600.8599999999997,2,0,0,Potential Customers
16496,8,3,1599.5199999999998,2,0,0,Potential Customers
13850,129,1,1595.48,2,0,0,Potential Customers
17837,42,8,1593.380000000001,2,0,0,Potential Customers
16332,28,7,1593.200000000001,2,0,0,Potential Customers
16676,33,4,1592.1199999999997,2,0,0,Potential Customers
14970,68,4,1592.06,2,0,0,Potential Customers
15611,9,13,1591.4500000000005,2,0,0,Potential Customers
18178,128,4,1590.8099999999995,2,0,0,Potential Customers
14442,204,2,1589.82,1,2,2,Lost Customers
12393,72,4,1582.6000000000004,2,0,0,Potential Customers
15532,25,4,1580.9300000000028,2,0,0,Potential Customers
12607,60,1,1579.5099999999998,2,0,0,Potential Customers
13814,92,2,1579.1200000000003,2,0,0,Potential Customers
16889,194,3,1578.6699999999998,1,2,2,Lost Customers
13186,39,3,1575.8900000000003,2,0,0,Potential Customers
13634,33,5,1575.1600000000008,2,0,0,Potential Customers
13659,205,2,1573.2000000000007,1,2,2,Lost Customers
17671,15,4,1572.7100000000005,2,0,0,Potential Customers
16283,5,5,1570.8099999999995,2,0,0,Potential Customers
12865,26,2,1568.229999999999,2,0,0,Potential Customers
15906,19,7,1567.6900000000014,2,0,0,Potential Customers
15111,29,3,1567.4799999999998,2,0,0,Potential Customers
17085,123,5,1566.65,2,0,0,Potential Customers
17204,175,4,1564.56,1,2,2,Lost Customers
18239,218,5,1561.61,1,2,2,Lost Customers
14038,78,3,1560.3799999999983,2,0,0,Potential Customers
16394,56,5,1555.3400000000008,2,0,0,Potential Customers
13313,22,5,1555.3199999999993,2,0,0,Potential Customers
16369,18,3,1553.6600000000008,2,0,0,Potential Customers
15620,56,3,1553.1800000000003,2,0,0,Potential Customers
15117,14,5,1551.7800000000002,2,0,0,Potential Customers
13320,78,4,1548.7000000000005,2,0,0,Potential Customers
14229,51,3,1547.2,2,0,0,Potential Customers
14704,11,9,1546.9100000000003,2,0,0,Potential Customers
16790,3,6,1545.6199999999997,2,0,0,Potential Customers
13397,72,5,1544.1299999999997,2,0,0,Potential Customers
15701,2,4,1542.1400000000003,2,0,0,Potential Customers
12818,261,1,1542.0800000000002,1,2,2,Lost Customers
16365,17,9,1540.4200000000003,2,0,0,Potential Customers
17159,21,3,1538.88,2,0,0,Potential Customers
13849,51,2,1537.9499999999998,2,0,0,Potential Customers
12877,3,12,1535.7700000000004,2,0,0,Potential Customers
15392,4,4,1535.5299999999995,2,0,0,Potential Customers
15625,103,4,1534.26,2,0,0,Potential Customers
13107,44,4,1531.62,2,0,0,Potential Customers
12759,52,3,1531.4400000000005,2,0,0,Potential Customers
14321,10,5,1530.7499999999995,2,0,0,Potential Customers
14567,56,2,1530.3600000000006,2,0,0,Potential Customers
15916,16,8,1528.0900000000006,2,0,0,Potential Customers
16244,211,2,1522.7500000000005,1,2,2,Lost Customers
16434,29,7,1522.2500000000011,2,0,0,Potential Customers
16066,16,5,1521.8700000000003,2,0,0,Potential Customers
13764,70,3,1521.7600000000002,2,0,0,Potential Customers
13213,56,5,1520.5800000000002,2,0,0,Potential Customers
16880,30,7,1519.0800000000002,2,0,0,Potential Customers
14267,162,3,1516.2399999999998,1,2,2,Lost Customers
13791,127,2,1516.0,2,0,0,Potential Customers
16748,17,5,1515.8999999999992,2,0,0,Potential Customers
16053,32,2,1511.95,2,0,0,Potential Customers
16910,4,8,1510.0600000000018,2,0,0,Potential Customers
16279,21,3,1509.58,2,0,0,Potential Customers
16016,3,8,1508.7600000000016,2,0,0,Potential Customers
15265,151,2,1506.12,1,2,2,Lost Customers
12937,15,4,1504.2699999999993,2,0,0,Potential Customers
15530,21,4,1502.35,2,0,0,Potential Customers
16762,19,3,1501.3799999999997,2,0,0,Potential Customers
13810,28,3,1499.01,2,0,0,Potential Customers
17571,50,4,1498.5100000000025,2,0,0,Potential Customers
14414,91,7,1496.9800000000005,2,0,0,Potential Customers
16755,114,3,1496.8300000000004,2,0,0,Potential Customers
17002,85,3,1493.7299999999998,2,0,0,Potential Customers
15057,275,2,1489.5,1,2,2,Lost Customers
13110,31,7,1488.670000000001,2,0,0,Potential Customers
13692,24,3,1488.3200000000002,2,0,0,Potential Customers
14963,9,5,1487.8000000000018,2,0,0,Potential Customers
17553,129,1,1487.6,2,0,0,Potential Customers
16395,60,5,1486.9000000000003,2,0,0,Potential Customers
14878,12,9,1485.5400000000009,2,0,0,Potential Customers
14758,144,4,1484.0599999999995,2,0,0,Potential Customers
18016,32,5,1483.5599999999995,2,0,0,Potential Customers
15427,33,3,1483.1399999999996,2,0,0,Potential Customers
17590,2,3,1479.2199999999996,2,0,0,Potential Customers
14403,130,4,1475.8100000000002,2,0,0,Potential Customers
15983,22,4,1475.0199999999998,2,0,0,Potential Customers
12826,2,7,1474.7199999999991,2,0,0,Potential Customers
14404,33,6,1474.32,2,0,0,Potential Customers
14246,110,3,1474.0600000000004,2,0,0,Potential Customers
15128,60,4,1471.0000000000005,2,0,0,Potential Customers
16348,32,7,1469.4500000000007,2,0,0,Potential Customers
14875,107,2,1465.32,2,0,0,Potential Customers
12882,9,2,1463.0399999999995,2,0,0,Potential Customers
14233,49,4,1462.7200000000005,2,0,0,Potential Customers
14541,58,8,1461.65,2,0,0,Potential Customers
17063,21,7,1461.1399999999994,2,0,0,Potential Customers
16059,65,6,1459.8600000000004,2,0,0,Potential Customers
16996,30,6,1456.9599999999998,2,0,0,Potential Customers
13309,7,5,1456.7899999999995,2,0,0,Potential Customers
13477,37,6,1454.5799999999997,2,0,0,Potential Customers
15987,12,7,1451.2800000000004,2,0,0,Potential Customers
14740,197,3,1448.2099999999994,1,2,2,Lost Customers
15426,19,5,1447.3900000000003,2,0,0,Potential Customers
14591,15,4,1447.140000000001,2,0,0,Potential Customers
17073,17,4,1446.09,2,0,0,Potential Customers
13717,32,6,1445.0100000000004,2,0,0,Potential Customers
13461,38,3,1445.0,2,0,0,Potential Customers
17175,44,4,1443.6900000000005,2,0,0,Potential Customers
15478,40,2,1441.4199999999994,2,0,0,Potential Customers
15858,15,5,1438.8500000000004,2,0,0,Potential Customers
14071,3,8,1438.820000000002,2,0,0,Potential Customers
13159,8,4,1437.8500000000004,2,0,0,Potential Customers
14566,110,1,1432.0,2,0,0,Potential Customers
16503,106,4,1431.9300000000003,2,0,0,Potential Customers
13475,191,4,1431.7800000000002,1,2,2,Lost Customers
16103,7,6,1429.64,2,0,0,Potential Customers
16271,2,5,1429.239999999999,2,0,0,Potential Customers
14035,28,5,1428.02,2,0,0,Potential Customers
15681,25,5,1426.16,2,0,0,Potential Customers
15106,17,5,1422.5200000000004,2,0,0,Potential Customers
16463,21,4,1422.4,2,0,0,Potential Customers
16571,26,3,1421.6900000000005,2,0,0,Potential Customers
14019,46,3,1421.6100000000004,2,0,0,Potential Customers
14901,11,9,1421.2900000000004,2,0,0,Potential Customers
14443,53,4,1420.2000000000005,2,0,0,Potential Customers
17288,9,7,1419.7300000000016,2,0,0,Potential Customers
16173,15,6,1418.3199999999997,2,0,0,Potential Customers
15444,9,2,1418.260000000001,2,0,0,Potential Customers
18116,67,8,1418.030000000001,2,0,0,Potential Customers
17856,1,4,1418.0300000000002,2,0,0,Potential Customers
14649,4,4,1417.2900000000002,2,0,0,Potential Customers
14748,29,5,1415.75,2,0,0,Potential Customers
16012,35,3,1415.2899999999995,2,0,0,Potential Customers
16245,23,3,1413.6600000000003,2,0,0,Potential Customers
17004,46,2,1412.9399999999998,2,0,0,Potential Customers
15237,1,4,1412.3200000000002,2,0,0,Potential Customers
15596,100,5,1406.59,2,0,0,Potential Customers
17083,109,3,1405.7799999999995,2,0,0,Potential Customers
15563,22,4,1400.44,2,0,0,Potential Customers
14741,11,6,1400.34,2,0,0,Potential Customers
18202,199,3,1396.9900000000002,1,2,2,Lost Customers
13995,15,5,1393.6899999999998,2,0,0,Potential Customers
17354,50,1,1393.0600000000002,2,0,0,Potential Customers
15810,78,4,1391.98,2,0,0,Potential Customers
15051,23,3,1391.61,2,0,0,Potential Customers
13414,133,3,1390.4999999999998,2,0,0,Potential Customers
13516,21,3,1389.41,2,0,0,Potential Customers
15898,1,5,1388.88,2,0,0,Potential Customers
16539,2,4,1388.81,2,0,0,Potential Customers
15453,1,7,1388.3700000000017,2,0,0,Potential Customers
15134,14,8,1387.99,2,0,0,Potential Customers
12952,5,4,1387.7900000000002,2,0,0,Potential Customers
17676,4,6,1387.6800000000003,2,0,0,Potential Customers
12775,17,5,1386.0400000000004,2,0,0,Potential Customers
13308,22,3,1385.51,2,0,0,Potential Customers
18167,23,3,1384.86,2,0,0,Potential Customers
17311,78,2,1384.85,2,0,0,Potential Customers
13572,205,1,1384.25,1,2,2,Lost Customers
14507,23,6,1383.1799999999996,2,0,0,Potential Customers
14116,19,5,1382.7400000000002,2,0,0,Potential Customers
16389,53,4,1382.07,2,0,0,Potential Customers
16726,26,5,1382.0200000000011,2,0,0,Potential Customers
17621,21,3,1379.9,2,0,0,Potential Customers
12886,67,2,1378.4,2,0,0,Potential Customers
15569,103,5,1375.7100000000005,2,0,0,Potential Customers
16669,23,3,1374.8700000000003,2,0,0,Potential Customers
14434,21,6,1372.8,2,0,0,Potential Customers
15095,103,4,1370.5999999999997,2,0,0,Potential Customers
13813,39,4,1366.8599999999994,2,0,0,Potential Customers
14897,7,4,1366.3800000000006,2,0,0,Potential Customers
13396,29,2,1360.9899999999998,2,0,0,Potential Customers
14102,5,5,1360.2800000000002,2,0,0,Potential Customers
15411,26,4,1358.8800000000006,2,0,0,Potential Customers
13232,12,7,1357.6000000000015,2,0,0,Potential Customers
17054,28,5,1356.3300000000008,2,0,0,Potential Customers
14064,29,5,1353.7400000000002,2,0,0,Potential Customers
14859,12,4,1353.7399999999996,2,0,0,Potential Customers
15116,17,4,1352.7500000000002,2,0,0,Potential Customers
16079,16,3,1352.0,2,0,0,Potential Customers
16493,79,4,1351.6300000000008,2,0,0,Potential Customers
12770,210,1,1351.4499999999998,1,2,2,Lost Customers
12646,4,2,1346.9699999999998,2,0,0,Potential Customers
14154,239,2,1345.6200000000003,1,2,2,Lost Customers
15398,16,2,1345.53,2,0,0,Potential Customers
12463,53,4,1344.78,2,0,0,Potential Customers
17372,40,8,1342.6800000000007,2,0,0,Potential Customers
16317,119,3,1341.65,2,0,0,Potential Customers
13743,2,7,1341.5999999999997,2,0,0,Potential Customers
18177,31,6,1341.4199999999994,2,0,0,Potential Customers
16045,119,4,1340.7000000000005,2,0,0,Potential Customers
13501,288,1,1340.3200000000002,1,2,2,Lost Customers
15734,114,2,1339.45,2,0,0,Potential Customers
12620,14,3,1339.41,2,0,0,Potential Customers
15059,40,9,1337.7200000000007,2,0,0,Potential Customers
16110,45,3,1337.480000000002,2,0,0,Potential Customers
12919,8,6,1335.1899999999998,2,0,0,Potential Customers
15680,9,3,1333.6800000000003,2,0,0,Potential Customers
17932,29,3,1331.5699999999997,2,0,0,Potential Customers
12676,24,6,1331.3900000000006,2,0,0,Potential Customers
16295,9,4,1328.5500000000004,2,0,0,Potential Customers
15146,164,2,1327.1600000000003,1,2,2,Lost Customers
17633,31,4,1324.84,2,0,0,Potential Customers
12854,78,3,1324.5000000000002,2,0,0,Potential Customers
17095,22,3,1324.1599999999996,2,0,0,Potential Customers
16370,82,4,1320.5600000000006,2,0,0,Potential Customers
14794,2,7,1319.9099999999996,2,0,0,Potential Customers
13168,36,4,1319.1900000000005,2,0,0,Potential Customers
16083,100,2,1317.62,2,0,0,Potential Customers
12526,0,3,1316.6600000000003,2,0,0,Potential Customers
14921,30,2,1316.0700000000004,2,0,0,Potential Customers
12576,35,5,1315.83,2,0,0,Potential Customers
14511,11,5,1314.81,2,0,0,Potential Customers
16464,19,3,1314.6800000000003,2,0,0,Potential Customers
14738,42,7,1314.4500000000005,2,0,0,Potential Customers
14973,107,3,1314.4499999999998,2,0,0,Potential Customers
16040,65,3,1313.5500000000004,2,0,0,Potential Customers
12364,7,4,1313.0999999999997,2,0,0,Potential Customers
12516,77,2,1312.0600000000002,2,0,0,Potential Customers
14856,36,3,1311.3800000000003,2,0,0,Potential Customers
14477,19,4,1309.6,2,0,0,Potential Customers
16120,59,4,1309.14,2,0,0,Potential Customers
14047,8,5,1308.61,2,0,0,Potential Customers
13328,316,1,1308.48,1,2,2,Lost Customers
14297,17,4,1305.33,2,0,0,Potential Customers
12507,134,3,1304.81,2,0,0,Potential Customers
16744,11,7,1304.759999999999,2,0,0,Potential Customers
17919,88,1,1304.04,2,0,0,Potential Customers
15813,207,2,1303.91,1,2,2,Lost Customers
14898,23,6,1303.52,2,0,0,Potential Customers
15108,141,4,1300.2500000000005,2,0,0,Potential Customers
15494,21,2,1299.23,2,0,0,Potential Customers
12488,9,3,1298.6600000000003,2,0,0,Potential Customers
12372,71,3,1298.0400000000004,2,0,0,Potential Customers
15602,8,9,1297.87,2,0,0,Potential Customers
17961,21,39,1296.4400000000012,2,3,3,Loyal Customers
16929,3,7,1295.3900000000003,2,0,0,Potential Customers
16224,57,4,1295.3000000000002,2,0,0,Potential Customers
15621,4,4,1293.0300000000002,2,0,0,Potential Customers
16101,70,1,1290.6999999999994,2,0,0,Potential Customers
15171,331,1,1289.5,1,2,2,Lost Customers
15136,2,4,1286.7000000000005,2,0,0,Potential Customers
16949,3,6,1286.2699999999998,2,0,0,Potential Customers
17350,8,4,1286.0700000000002,2,0,0,Potential Customers
17802,82,3,1285.0400000000002,2,0,0,Potential Customers
16899,7,6,1281.5599999999995,2,0,0,Potential Customers
13878,54,1,1281.53,2,0,0,Potential Customers
13538,43,7,1280.85,2,0,0,Potential Customers
16951,134,3,1277.7500000000005,2,0,0,Potential Customers
16692,256,2,1276.0,1,2,2,Lost Customers
17019,11,4,1272.6100000000013,2,0,0,Potential Customers
12394,63,2,1272.48,2,0,0,Potential Customers
12630,9,2,1270.8799999999997,2,0,0,Potential Customers
14669,241,3,1269.99,1,2,2,Lost Customers
13492,136,3,1269.84,2,0,0,Potential Customers
13431,67,2,1269.0999999999997,2,0,0,Potential Customers
14916,70,4,1268.9799999999998,2,0,0,Potential Customers
15199,59,4,1268.7,2,0,0,Potential Customers
16660,16,4,1267.65,2,0,0,Potential Customers
17037,87,1,1267.3199999999997,2,0,0,Potential Customers
17158,32,3,1266.9699999999996,2,0,0,Potential Customers
14105,239,1,1266.2300000000002,1,2,2,Lost Customers
13989,65,2,1266.08,2,0,0,Potential Customers
16842,100,3,1264.1899999999996,2,0,0,Potential Customers
15497,17,2,1262.2000000000005,2,0,0,Potential Customers
15009,12,3,1261.7799999999995,2,0,0,Potential Customers
16688,1,4,1260.86,2,0,0,Potential Customers
17388,77,4,1259.56,2,0,0,Potential Customers
17412,2,7,1258.0600000000002,2,0,0,Potential Customers
13151,295,1,1257.8700000000003,1,2,2,Lost Customers
14931,4,5,1257.68,2,0,0,Potential Customers
16639,31,3,1257.5099999999998,2,0,0,Potential Customers
17481,3,4,1255.5900000000006,2,0,0,Potential Customers
13848,92,3,1255.0,2,0,0,Potential Customers
17262,52,5,1253.36,2,0,0,Potential Customers
14698,1,5,1250.7600000000014,2,0,0,Potential Customers
14383,38,3,1247.69,2,0,0,Potential Customers
12689,25,2,1247.6099999999997,2,0,0,Potential Customers
13029,30,3,1247.5000000000002,2,0,0,Potential Customers
15004,147,1,1246.3200000000004,1,2,2,Lost Customers
12494,15,7,1246.1000000000008,2,0,0,Potential Customers
13860,1,5,1245.9000000000003,2,0,0,Potential Customers
14428,7,5,1244.8300000000004,2,0,0,Potential Customers
16531,22,7,1244.59,2,0,0,Potential Customers
17584,7,2,1242.3,2,0,0,Potential Customers
17588,100,3,1240.2,2,0,0,Potential Customers
17731,79,4,1240.1099999999997,2,0,0,Potential Customers
12985,0,2,1239.38,2,0,0,Potential Customers
13476,178,2,1238.47,1,2,2,Lost Customers
14893,9,2,1237.85,2,0,0,Potential Customers
13931,95,2,1237.5300000000004,2,0,0,Potential Customers
15201,87,5,1236.54,2,0,0,Potential Customers
14684,25,5,1236.2800000000016,2,0,0,Potential Customers
15376,40,3,1233.36,2,0,0,Potential Customers
15910,0,8,1232.18,2,0,0,Potential Customers
18080,18,2,1231.5,2,0,0,Potential Customers
18171,58,5,1231.3099999999995,2,0,0,Potential Customers
14913,35,4,1227.4300000000007,2,0,0,Potential Customers
12997,22,4,1226.89,2,0,0,Potential Customers
12412,74,3,1226.88,2,0,0,Potential Customers
17774,96,4,1225.4100000000003,2,0,0,Potential Customers
15841,72,4,1224.0600000000004,2,0,0,Potential Customers
13208,58,6,1223.9,2,0,0,Potential Customers
16794,1,10,1222.7100000000014,2,0,0,Potential Customers
14745,112,5,1220.26,2,0,0,Potential Customers
15227,36,5,1219.4,2,0,0,Potential Customers
